,City,Province,Price,Bedrooms,Bathrooms,Acreage,Property Type,Square Footage,Garage,Parking
15369,Coquitlam,BC,5200000.0,2.0,2.0,0.2,Single Family,2595.0,Yes,Yes
15875,Coquitlam,BC,3580000.0,5.0,3.0,0.24,Single Family,1821.0,Yes,No
15515,Coquitlam,BC,2880000.0,3.0,1.0,0.18,Single Family,2430.0,Yes,Yes
15816,Coquitlam,BC,2799000.0,5.0,6.0,0.23,Single Family,4177.0,Yes,No
15809,Coquitlam,BC,2799000.0,6.0,4.0,0.22,Single Family,5121.0,Yes,Yes
15326,Coquitlam,BC,2680000.0,6.0,3.0,0.24,Single Family,3791.0,Yes,No
15393,Coquitlam,BC,4900000.0,3.0,3.0,0.16,Single Family,1944.0,Yes,Yes
1388,Coquitlam,BC,2395000.0,4.0,4.0,0.11,Single Family,3401.0,Yes,Yes
15380,Coquitlam,BC,5250000.0,4.0,3.0,0.17,Single Family,2360.0,Yes,Yes
15634,Coquitlam,BC,2299000.0,4.0,4.0,0.16,Single Family,3489.0,Yes,No
15629,Coquitlam,BC,4857600.0,1.0,1.0,0.2,Single Family,2000.0,No,No
15774,Coquitlam,BC,2843000.0,2.0,1.0,0.25,Single Family,1874.0,Yes,No
15773,Coquitlam,BC,2806000.0,2.0,1.0,0.24,Single Family,2537.0,Yes,No
15831,Coquitlam,BC,3500000.0,4.0,2.0,0.2,Single Family,3000.0,Yes,No
15397,Coquitlam,BC,5125000.0,4.0,3.0,0.17,Single Family,2240.0,No,No
15460,Coquitlam,BC,2600000.0,1.0,3.0,0.18,Single Family,2423.0,Yes,No
15868,Coquitlam,BC,2799000.0,5.0,2.0,0.22,Single Family,2212.0,No,No
15866,Coquitlam,BC,4800000.0,7.0,0.0,0.22,Single Family,6667.0,Yes,No
14473,Coquitlam,BC,2599000.0,3.0,2.0,0.15,Single Family,2062.0,Yes,No
15865,Coquitlam,BC,3598000.0,5.0,3.0,0.18,Single Family,2528.0,Yes,Yes
9718,Coquitlam,BC,2799999.0,4.0,6.0,0.18,Single Family,3743.0,Yes,No
15395,Coquitlam,BC,4900000.0,4.0,3.0,0.16,Single Family,2222.0,Yes,Yes
15394,Coquitlam,BC,4900000.0,4.0,3.0,0.16,Single Family,2305.0,Yes,Yes
16166,Coquitlam,BC,2678888.0,8.0,7.0,0.14,Single Family,4640.0,Yes,No
16183,Coquitlam,BC,3880000.0,4.0,3.0,0.21,Single Family,2692.0,Yes,Yes
14542,Coquitlam,BC,3150000.0,4.0,3.0,0.16,Single Family,1740.0,Yes,Yes
14654,Coquitlam,BC,1800000.0,3.0,3.0,0.16,Single Family,2002.0,Yes,No
9564,Coquitlam,BC,1399000.0,4.0,3.0,0.16,Single Family,2515.0,Yes,No
14517,Coquitlam,BC,3300000.0,9.0,9.0,0.17,Single Family,5924.0,Yes,No
14597,Coquitlam,BC,2599000.0,3.0,2.0,0.17,Single Family,1810.0,Yes,No
14509,Coquitlam,BC,2190000.0,5.0,4.0,0.19,Single Family,3531.0,Yes,No
14665,Coquitlam,BC,2699000.0,3.0,2.0,0.17,Single Family,2961.0,No,No
14596,Coquitlam,BC,2599000.0,3.0,2.0,0.18,Single Family,1752.0,Yes,Yes
14541,Coquitlam,BC,3150000.0,4.0,3.0,0.16,Single Family,2472.0,Yes,Yes
1277,Coquitlam,BC,1449000.0,3.0,3.0,0.1,Single Family,1843.0,Yes,No
9511,Coquitlam,BC,2300000.0,2.0,1.0,0.18,Single Family,1050.0,No,No
9509,Coquitlam,BC,2300000.0,2.0,1.0,0.18,Single Family,1940.0,Yes,No
9506,Coquitlam,BC,2300000.0,3.0,2.0,0.17,Single Family,2135.0,Yes,Yes
9500,Coquitlam,BC,2300000.0,2.0,3.0,0.18,Single Family,1732.0,No,Yes
14775,Coquitlam,BC,2175000.0,3.0,4.0,0.2,Single Family,3028.0,Yes,No
9498,Coquitlam,BC,2300000.0,7.0,2.0,0.18,Single Family,1143.0,Yes,Yes
14866,Coquitlam,BC,1594000.0,4.0,3.0,0.14,Single Family,3791.0,Yes,No
14537,Coquitlam,BC,2599000.0,3.0,2.0,0.15,Single Family,2062.0,Yes,No
7295,Coquitlam,BC,1590000.0,5.0,3.0,0.19,Single Family,1200.0,Yes,Yes
14637,Coquitlam,BC,1949900.0,3.0,2.0,0.18,Single Family,2011.0,No,No
14526,Coquitlam,BC,2299999.0,5.0,2.0,0.18,Single Family,2202.0,Yes,Yes
14871,Coquitlam,BC,5350000.0,5.0,3.0,0.28,Single Family,2966.0,Yes,Yes
721,Coquitlam,BC,1669900.0,5.0,2.0,0.14,Single Family,2156.0,Yes,Yes
14540,Coquitlam,BC,3150000.0,4.0,3.0,0.16,Single Family,2590.0,Yes,Yes
9497,Coquitlam,BC,1239800.0,3.0,2.0,0.07,Single Family,1279.0,Yes,No
16342,Coquitlam,BC,3380000.0,5.0,5.0,0.3,Single Family,4529.0,Yes,Yes
7960,Coquitlam,BC,2888000.0,5.0,3.0,0.3,Single Family,3688.0,Yes,Yes
15061,Coquitlam,BC,2250000.0,5.0,3.0,0.14,Single Family,2932.0,No,Yes
9641,Coquitlam,BC,1868000.0,5.0,4.0,0.17,Single Family,4357.0,Yes,No
16355,Coquitlam,BC,3100000.0,6.0,3.0,0.15,Single Family,3364.0,Yes,Yes
1344,Coquitlam,BC,1699000.0,5.0,3.0,0.2,Single Family,2400.0,Yes,Yes
9657,Coquitlam,BC,1799000.0,4.0,2.0,0.19,Single Family,1792.0,Yes,Yes
16232,Coquitlam,BC,1779000.0,6.0,3.0,0.14,Single Family,2929.0,Yes,No
15120,Coquitlam,BC,2600000.0,6.0,2.0,0.2,Single Family,1736.0,No,No
14544,Coquitlam,BC,1998000.0,4.0,3.0,0.2,Single Family,2680.0,Yes,Yes
9392,Coquitlam,BC,1699900.0,5.0,3.0,0.25,Single Family,3421.0,Yes,No
14924,Coquitlam,BC,1575000.0,4.0,3.0,0.26,Single Family,2368.0,Yes,No
16628,Coquitlam,BC,1529000.0,4.0,4.0,0.08,Single Family,2960.0,Yes,No
14560,Coquitlam,BC,2299000.0,4.0,4.0,0.22,Single Family,3414.0,Yes,Yes
16599,Coquitlam,BC,2510000.0,5.0,3.0,0.14,Single Family,2665.0,Yes,No
16550,Coquitlam,BC,4200000.0,4.0,3.0,0.24,Single Family,3197.0,Yes,Yes
16549,Coquitlam,BC,4630000.0,4.0,2.0,0.26,Single Family,2932.0,Yes,No
16548,Coquitlam,BC,3860000.0,7.0,3.0,0.22,Single Family,4184.0,Yes,No
14963,Coquitlam,BC,3150000.0,5.0,3.0,0.16,Single Family,2138.0,Yes,Yes
14558,Coquitlam,BC,3050000.0,4.0,3.0,0.16,Single Family,2237.0,Yes,Yes
14500,Coquitlam,BC,3380000.0,5.0,3.0,0.24,Single Family,2670.0,Yes,No
15132,Coquitlam,BC,2980000.0,4.0,1.0,0.26,Single Family,1900.0,Yes,No
10345,Coquitlam,BC,2399000.0,5.0,4.0,0.17,Single Family,4014.0,Yes,No
17440,Coquitlam,BC,2499000.0,5.0,4.0,0.18,Single Family,3222.0,Yes,Yes
17441,Coquitlam,BC,1560000.0,6.0,4.0,0.09,Single Family,3279.0,Yes,No
17442,Coquitlam,BC,2720000.0,4.0,6.0,0.18,Single Family,5017.0,Yes,No
17458,Coquitlam,BC,3290000.0,8.0,9.0,0.26,Single Family,5936.0,Yes,Yes
17467,Coquitlam,BC,3699900.0,9.0,7.0,0.28,Single Family,7852.0,Yes,No
2157,Coquitlam,BC,2422000.0,7.0,6.0,0.17,Single Family,4574.0,Yes,Yes
17419,Coquitlam,BC,2249000.0,3.0,3.0,0.18,Single Family,4879.0,Yes,No
17425,Coquitlam,BC,2299000.0,7.0,5.0,0.18,Single Family,4294.0,Yes,No
17426,Coquitlam,BC,1999900.0,5.0,3.0,0.45,Single Family,2706.0,Yes,Yes
17429,Coquitlam,BC,1499000.0,4.0,3.0,0.11,Single Family,2043.0,Yes,No
12627,Coquitlam,BC,3199900.0,8.0,9.0,0.23,Single Family,5755.0,Yes,No
17510,Coquitlam,BC,5400000.0,5.0,4.0,0.18,Single Family,3279.0,Yes,Yes
17511,Coquitlam,BC,5750000.0,3.0,3.0,0.19,Single Family,3653.0,Yes,Yes
17513,Coquitlam,BC,2799000.0,8.0,7.0,0.14,Single Family,4490.0,Yes,No
17522,Coquitlam,BC,1998800.0,4.0,4.0,0.37,Single Family,3301.0,Yes,Yes
12683,Coquitlam,BC,3500000.0,4.0,1.0,0.19,Single Family,2400.0,Yes,No
17527,Coquitlam,BC,1998000.0,4.0,4.0,0.1,Single Family,4015.0,Yes,No
17531,Coquitlam,BC,2648000.0,7.0,7.0,0.14,Single Family,4298.0,Yes,Yes
12696,Coquitlam,BC,2399000.0,7.0,5.0,0.21,Single Family,5236.0,Yes,No
12601,Coquitlam,BC,1600000.0,5.0,3.0,0.21,Single Family,2500.0,No,No
17475,Coquitlam,BC,1125000.0,5.0,3.0,0.05,Single Family,2015.0,Yes,No
3187,Coquitlam,BC,1678000.0,7.0,4.0,0.1,Single Family,2991.0,Yes,No
13695,Coquitlam,BC,1568000.0,6.0,4.0,0.14,Single Family,2928.0,Yes,Yes
17481,Coquitlam,BC,5050000.0,4.0,4.0,0.16,Single Family,3005.0,Yes,No
17484,Coquitlam,BC,2998000.0,7.0,7.0,0.33,Single Family,4973.0,Yes,No
17486,Coquitlam,BC,1690000.0,7.0,5.0,0.17,Single Family,4020.0,Yes,No
12177,Coquitlam,BC,1799000.0,2.0,1.0,0.23,Single Family,2522.0,Yes,No
12525,Coquitlam,BC,3469000.0,8.0,8.0,0.18,Single Family,5500.0,Yes,No
17492,Coquitlam,BC,1450000.0,5.0,4.0,0.15,Single Family,1832.0,Yes,No
17494,Coquitlam,BC,2299999.0,5.0,4.0,0.19,Single Family,4435.0,Yes,Yes
12554,Coquitlam,BC,1700000.0,4.0,3.0,0.17,Single Family,2508.0,Yes,Yes
12557,Coquitlam,BC,1699000.0,3.0,2.0,0.21,Single Family,2205.0,Yes,No
17498,Coquitlam,BC,1528000.0,3.0,3.0,0.2,Single Family,2328.0,No,No
17535,Coquitlam,BC,1899000.0,4.0,5.0,0.1,Single Family,3436.0,Yes,Yes
17327,Coquitlam,BC,1429000.0,3.0,3.0,0.09,Single Family,1809.0,Yes,No
11805,Coquitlam,BC,3098000.0,8.0,8.0,0.19,Single Family,6749.0,Yes,No
13928,Coquitlam,BC,2625000.0,4.0,2.0,0.16,Single Family,1975.0,Yes,Yes
13926,Coquitlam,BC,2099000.0,5.0,4.0,0.16,Single Family,4499.0,Yes,No
17334,Coquitlam,BC,2880000.0,6.0,5.0,0.17,Single Family,5256.0,Yes,No
11876,Coquitlam,BC,1850000.0,4.0,2.0,0.2,Single Family,2236.0,Yes,No
2012,Coquitlam,BC,1199000.0,3.0,2.0,0.09,Single Family,1656.0,Yes,No
17315,Coquitlam,BC,1025000.0,2.0,2.0,0.06,Single Family,1224.0,Yes,Yes
17293,Coquitlam,BC,2099900.0,6.0,5.0,0.09,Single Family,3598.0,Yes,No
17304,Coquitlam,BC,2588888.0,8.0,6.0,0.16,Single Family,4814.0,Yes,No
17312,Coquitlam,BC,1666000.0,5.0,3.0,0.14,Single Family,2572.0,Yes,No
11758,Coquitlam,BC,4200000.0,3.0,1.0,0.21,Single Family,1956.0,Yes,Yes
17396,Coquitlam,BC,1780000.0,4.0,3.0,0.16,Single Family,3191.0,Yes,No
12106,Coquitlam,BC,1549999.0,6.0,2.0,0.14,Single Family,1770.0,No,No
12124,Coquitlam,BC,2999000.0,7.0,3.0,0.48,Single Family,3594.0,Yes,Yes
17401,Coquitlam,BC,3575000.0,4.0,3.0,0.2,Single Family,2209.0,Yes,No
17405,Coquitlam,BC,2988000.0,7.0,6.0,0.23,Single Family,7177.0,Yes,No
12163,Coquitlam,BC,2588000.0,6.0,4.0,0.18,Single Family,3589.0,Yes,No
2065,Coquitlam,BC,2399000.0,6.0,4.0,0.1,Single Family,2661.0,Yes,No
17356,Coquitlam,BC,2199000.0,5.0,4.0,0.15,Single Family,3360.0,Yes,No
2076,Coquitlam,BC,1990000.0,5.0,2.0,0.23,Single Family,2070.0,Yes,Yes
17408,Coquitlam,BC,1560000.0,6.0,4.0,0.24,Single Family,2192.0,Yes,Yes
2085,Coquitlam,BC,2199900.0,6.0,3.0,0.22,Single Family,2809.0,Yes,No
12044,Coquitlam,BC,1899900.0,3.0,1.0,0.24,Single Family,1348.0,Yes,Yes
17380,Coquitlam,BC,1900000.0,5.0,5.0,0.08,Single Family,3642.0,Yes,No
12072,Coquitlam,BC,2399000.0,4.0,3.0,0.18,Single Family,2447.0,Yes,Yes
17779,Coquitlam,BC,2800000.0,5.0,3.0,0.09,Single Family,2226.0,Yes,No
17778,Coquitlam,BC,2999900.0,3.0,3.0,0.1,Single Family,2038.0,Yes,No
17777,Coquitlam,BC,2799900.0,4.0,3.0,0.09,Single Family,1834.0,Yes,Yes
17671,Coquitlam,BC,4030000.0,4.0,3.0,0.23,Single Family,2830.0,Yes,No
2491,Coquitlam,BC,3680000.0,7.0,6.0,0.26,Single Family,7636.0,Yes,No
17774,Coquitlam,BC,2588000.0,5.0,5.0,0.12,Single Family,4028.0,Yes,No
17771,Coquitlam,BC,4850000.0,2.0,1.0,0.16,Single Family,1088.0,No,No
17770,Coquitlam,BC,5000000.0,7.0,4.0,0.17,Single Family,3211.0,Yes,Yes
17768,Coquitlam,BC,2980000.0,4.0,3.0,0.46,Single Family,2352.0,Yes,Yes
17767,Coquitlam,BC,4100000.0,5.0,4.0,0.11,Single Family,2487.0,Yes,No
13274,Coquitlam,BC,3899000.0,7.0,6.0,0.2,Single Family,7147.0,Yes,No
17672,Coquitlam,BC,4825000.0,3.0,3.0,0.25,Single Family,2814.0,Yes,Yes
17753,Coquitlam,BC,4425000.0,4.0,3.0,0.22,Single Family,2318.0,Yes,Yes
17752,Coquitlam,BC,3850000.0,4.0,3.0,0.2,Single Family,2254.0,Yes,Yes
17677,Coquitlam,BC,1899999.0,5.0,3.0,0.2,Single Family,3030.0,Yes,Yes
17786,Coquitlam,BC,6500000.0,3.0,3.0,1.12,Single Family,3000.0,Yes,No
17794,Coquitlam,BC,2680000.0,6.0,4.0,0.1,Single Family,3843.0,Yes,No
17667,Coquitlam,BC,3599000.0,7.0,7.0,0.24,Single Family,6921.0,Yes,Yes
13457,Coquitlam,BC,1799000.0,6.0,4.0,0.12,Single Family,3290.0,Yes,No
17642,Coquitlam,BC,1489999.0,4.0,3.0,0.11,Single Family,1776.0,Yes,No
17643,Coquitlam,BC,1489999.0,4.0,3.0,0.11,Single Family,1776.0,Yes,No
17645,Coquitlam,BC,4150000.0,4.0,3.0,0.23,Single Family,1801.0,Yes,Yes
2694,Coquitlam,BC,2350000.0,5.0,6.0,0.11,Single Family,3926.0,Yes,No
17650,Coquitlam,BC,2298000.0,7.0,6.0,0.1,Single Family,3946.0,Yes,No
17656,Coquitlam,BC,949000.0,3.0,2.0,0.07,Single Family,1206.0,Yes,No
17661,Coquitlam,BC,1720000.0,3.0,3.0,0.12,Single Family,3015.0,Yes,Yes
17663,Coquitlam,BC,2600000.0,5.0,5.0,0.16,Single Family,4783.0,Yes,Yes
17751,Coquitlam,BC,3860000.0,3.0,3.0,0.2,Single Family,1960.0,Yes,Yes
17750,Coquitlam,BC,3850000.0,4.0,3.0,0.2,Single Family,2149.0,Yes,Yes
17717,Coquitlam,BC,3660000.0,4.0,3.0,0.2,Single Family,4080.0,Yes,Yes
2518,Coquitlam,BC,1992100.0,4.0,2.0,0.24,Single Family,2188.0,Yes,Yes
17686,Coquitlam,BC,2285619.0,5.0,4.0,0.12,Single Family,3918.0,Yes,Yes
17713,Coquitlam,BC,2324616.0,2.0,3.0,0.09,Single Family,2265.0,Yes,Yes
17712,Coquitlam,BC,3100918.0,3.0,3.0,0.13,Single Family,2388.0,Yes,No
17711,Coquitlam,BC,2341423.0,2.0,3.0,0.09,Single Family,2245.0,Yes,No
13351,Coquitlam,BC,2100000.0,6.0,2.0,0.18,Single Family,3200.0,Yes,Yes
17687,Coquitlam,BC,2228800.0,6.0,5.0,0.19,Single Family,3914.0,Yes,No
17688,Coquitlam,BC,5550000.0,3.0,4.0,0.3,Single Family,2423.0,No,Yes
17710,Coquitlam,BC,2744573.0,1.0,2.0,0.11,Single Family,2221.0,Yes,Yes
17709,Coquitlam,BC,2316037.0,1.0,3.0,0.09,Single Family,2022.0,Yes,Yes
17708,Coquitlam,BC,2356235.0,2.0,2.0,0.1,Single Family,2022.0,Yes,No
17707,Coquitlam,BC,3305066.0,1.0,2.0,0.13,Single Family,2468.0,No,No
17689,Coquitlam,BC,2299000.0,7.0,4.0,0.12,Single Family,4008.0,Yes,No
17705,Coquitlam,BC,2642993.0,2.0,3.0,0.11,Single Family,2166.0,Yes,No
17704,Coquitlam,BC,2374428.0,2.0,3.0,0.09,Single Family,1952.0,Yes,Yes
17703,Coquitlam,BC,2610742.0,0.0,0.0,0.1,Single Family,1860.0,Yes,Yes
17702,Coquitlam,BC,2320510.0,0.0,0.0,0.09,Single Family,2016.0,Yes,No
17700,Coquitlam,BC,4340000.0,5.0,3.0,0.25,Single Family,2618.0,No,No
17699,Coquitlam,BC,3660000.0,5.0,3.0,0.2,Single Family,2420.0,Yes,Yes
17696,Coquitlam,BC,1700000.0,3.0,4.0,0.09,Single Family,2511.0,Yes,No
13378,Coquitlam,BC,2390000.0,6.0,4.0,0.19,Single Family,4086.0,Yes,Yes
17690,Coquitlam,BC,2228800.0,6.0,5.0,0.19,Single Family,3914.0,Yes,No
17718,Coquitlam,BC,3660000.0,3.0,3.0,0.2,Single Family,2275.0,Yes,No
17719,Coquitlam,BC,3690000.0,4.0,3.0,0.2,Single Family,2060.0,Yes,Yes
17720,Coquitlam,BC,3660000.0,3.0,3.0,0.2,Single Family,2650.0,Yes,Yes
17685,Coquitlam,BC,5350000.0,6.0,4.0,0.29,Single Family,2960.0,Yes,No
17748,Coquitlam,BC,2799000.0,3.0,2.0,1.0,Single Family,2212.0,Yes,No
17747,Coquitlam,BC,4650000.0,5.0,4.0,0.26,Single Family,2949.0,Yes,No
17746,Coquitlam,BC,3050000.0,5.0,2.0,0.17,Single Family,2167.0,No,No
17678,Coquitlam,BC,3400000.0,4.0,3.0,0.17,Single Family,2764.0,Yes,Yes
17743,Coquitlam,BC,6900000.0,5.0,3.0,1.14,Single Family,2740.0,Yes,Yes
17742,Coquitlam,BC,3050000.0,6.0,5.0,0.17,Single Family,2798.0,No,No
17741,Coquitlam,BC,4050000.0,7.0,5.0,0.22,Single Family,4067.0,Yes,Yes
17740,Coquitlam,BC,4750000.0,6.0,4.0,0.24,Single Family,4251.0,Yes,Yes
17738,Coquitlam,BC,3760000.0,5.0,3.0,0.2,Single Family,2548.0,Yes,No
17737,Coquitlam,BC,1580000.0,5.0,3.0,0.38,Single Family,3799.0,Yes,No
17733,Coquitlam,BC,2500000.0,7.0,4.0,0.14,Single Family,3329.0,Yes,No
17640,Coquitlam,BC,2880000.0,3.0,1.0,0.24,Single Family,3447.0,Yes,No
17732,Coquitlam,BC,3620000.0,4.0,4.0,0.21,Single Family,4300.0,No,Yes
13326,Coquitlam,BC,3399000.0,6.0,5.0,0.25,Single Family,5354.0,Yes,No
2604,Coquitlam,BC,2188000.0,5.0,5.0,0.2,Single Family,4211.0,Yes,No
17681,Coquitlam,BC,4198000.0,4.0,6.0,0.53,Single Family,6708.0,Yes,Yes
17728,Coquitlam,BC,6830000.0,3.0,4.0,0.4,Single Family,3526.0,Yes,Yes
17727,Coquitlam,BC,7600000.0,5.0,4.0,0.33,Single Family,2261.0,Yes,Yes
17725,Coquitlam,BC,3660000.0,4.0,3.0,0.2,Single Family,4678.0,Yes,No
17724,Coquitlam,BC,3660000.0,4.0,3.0,0.2,Single Family,5540.0,Yes,No
17723,Coquitlam,BC,3635000.0,5.0,3.0,0.2,Single Family,2320.0,Yes,Yes
17722,Coquitlam,BC,3660000.0,4.0,3.0,0.2,Single Family,2080.0,Yes,Yes
17721,Coquitlam,BC,3660000.0,3.0,3.0,0.2,Single Family,2200.0,Yes,Yes
17729,Coquitlam,BC,2900000.0,3.0,3.0,0.16,Single Family,1796.0,Yes,Yes
2710,Coquitlam,BC,2339800.0,6.0,5.0,0.16,Single Family,4273.0,Yes,No
17566,Coquitlam,BC,2249000.0,8.0,4.0,0.14,Single Family,4165.0,Yes,No
17567,Coquitlam,BC,1999000.0,5.0,4.0,0.11,Single Family,3746.0,Yes,No
2886,Coquitlam,BC,2098000.0,4.0,5.0,0.16,Single Family,3040.0,Yes,Yes
12854,Coquitlam,BC,3500000.0,11.0,8.0,0.12,Single Family,5375.0,Yes,No
17569,Coquitlam,BC,1449000.0,4.0,3.0,0.09,Single Family,2209.0,Yes,Yes
17570,Coquitlam,BC,3800900.0,5.0,4.0,5.49,Single Family,8778.0,Yes,Yes
17571,Coquitlam,BC,2998000.0,6.0,6.0,0.18,Single Family,5802.0,Yes,No
17575,Coquitlam,BC,1535000.0,3.0,3.0,0.1,Single Family,2107.0,Yes,Yes
17578,Coquitlam,BC,2749000.0,5.0,6.0,0.11,Single Family,3918.0,Yes,No
17580,Coquitlam,BC,3499900.0,3.0,2.0,1.26,Single Family,2445.0,Yes,Yes
17539,Coquitlam,BC,2999900.0,8.0,7.0,0.33,Single Family,5319.0,Yes,No
12722,Coquitlam,BC,1839000.0,5.0,4.0,0.14,Single Family,4151.0,Yes,No
12765,Coquitlam,BC,2999000.0,3.0,2.0,0.17,Single Family,2132.0,Yes,Yes
3009,Coquitlam,BC,8000000.0,5.0,4.0,0.26,Single Family,3732.0,Yes,Yes
17550,Coquitlam,BC,1490000.0,6.0,5.0,0.09,Single Family,3315.0,Yes,No
17556,Coquitlam,BC,2788000.0,7.0,6.0,0.16,Single Family,4582.0,Yes,No
13578,Coquitlam,BC,2188000.0,4.0,3.0,0.26,Single Family,3815.0,Yes,No
13983,Coquitlam,BC,3100000.0,3.0,1.0,0.17,Single Family,1312.0,Yes,Yes
17583,Coquitlam,BC,1799900.0,7.0,4.0,0.14,Single Family,4389.0,Yes,Yes
17611,Coquitlam,BC,2300000.0,5.0,4.0,0.1,Single Family,3815.0,Yes,No
17615,Coquitlam,BC,2188000.0,4.0,4.0,0.1,Single Family,3859.0,Yes,No
2748,Coquitlam,BC,2560000.0,5.0,4.0,0.15,Single Family,3766.0,Yes,Yes
17621,Coquitlam,BC,4900000.0,5.0,4.0,0.27,Single Family,3300.0,Yes,No
13077,Coquitlam,BC,3188000.0,5.0,2.0,0.26,Single Family,2510.0,Yes,Yes
2436,Coquitlam,BC,3799000.0,4.0,3.0,0.37,Single Family,2762.0,Yes,Yes
17609,Coquitlam,BC,2099000.0,7.0,5.0,0.16,Single Family,4954.0,Yes,No
17608,Coquitlam,BC,2099000.0,7.0,4.0,0.12,Single Family,3859.0,Yes,No
12958,Coquitlam,BC,1888000.0,4.0,3.0,0.18,Single Family,2644.0,Yes,No
13540,Coquitlam,BC,1574888.0,5.0,3.0,0.17,Single Family,2651.0,Yes,Yes
2810,Coquitlam,BC,2998000.0,8.0,8.0,0.2,Single Family,5463.0,Yes,No
2807,Coquitlam,BC,1967000.0,8.0,5.0,0.11,Single Family,4130.0,Yes,No
17584,Coquitlam,BC,1588000.0,5.0,4.0,0.09,Single Family,3566.0,Yes,No
13537,Coquitlam,BC,3299900.0,3.0,3.0,0.49,Single Family,2576.0,Yes,Yes
17586,Coquitlam,BC,2650000.0,5.0,3.0,0.14,Single Family,1950.0,Yes,Yes
17592,Coquitlam,BC,2269900.0,4.0,4.0,0.16,Single Family,3333.0,Yes,No
12985,Coquitlam,BC,2099000.0,4.0,2.0,0.19,Single Family,2265.0,Yes,Yes
17287,Coquitlam,BC,2188800.0,5.0,4.0,0.11,Single Family,3397.0,Yes,No
11631,Coquitlam,BC,3198000.0,7.0,7.0,0.17,Single Family,5500.0,Yes,No
14243,Coquitlam,BC,3450000.0,8.0,9.0,0.18,Single Family,5544.0,Yes,Yes
4458,Coquitlam,BC,1490000.0,5.0,5.0,0.18,Single Family,4455.0,No,Yes
10953,Coquitlam,BC,1890000.0,7.0,4.0,0.18,Single Family,2819.0,Yes,Yes
11633,Coquitlam,BC,3198000.0,7.0,8.0,0.17,Single Family,5495.0,Yes,No
4431,Coquitlam,BC,990000.0,4.0,3.0,0.16,Single Family,2005.0,Yes,Yes
11098,Coquitlam,BC,2188000.0,5.0,4.0,0.16,Single Family,3965.0,Yes,Yes
17263,Coquitlam,BC,1699888.0,4.0,4.0,0.09,Single Family,2164.0,Yes,Yes
17269,Coquitlam,BC,1458000.0,3.0,3.0,0.09,Single Family,1794.0,Yes,No
11376,Coquitlam,BC,2450000.0,4.0,4.0,0.09,Single Family,1986.0,Yes,Yes
11379,Coquitlam,BC,4475000.0,2.0,1.0,0.17,Single Family,866.0,No,Yes
14149,Coquitlam,BC,1697000.0,4.0,3.0,0.16,Single Family,2776.0,Yes,Yes
10896,Coquitlam,BC,2200000.0,3.0,2.0,0.25,Single Family,1865.0,Yes,Yes
4483,Coquitlam,BC,3388000.0,6.0,8.0,0.31,Single Family,8324.0,Yes,No
4565,Coquitlam,BC,3598000.0,7.0,8.0,0.21,Single Family,5348.0,Yes,No
10654,Coquitlam,BC,1499000.0,3.0,1.0,0.19,Single Family,1980.0,Yes,Yes
11374,Coquitlam,BC,2450000.0,4.0,4.0,0.09,Single Family,1986.0,Yes,Yes
4195,Coquitlam,BC,2298000.0,5.0,4.0,0.09,Single Family,3519.0,Yes,No
11503,Coquitlam,BC,3349888.0,7.0,8.0,0.21,Single Family,8146.0,Yes,Yes
4545,Coquitlam,BC,2888000.0,5.0,3.0,0.3,Single Family,3688.0,Yes,Yes
17259,Coquitlam,BC,1499900.0,5.0,3.0,0.16,Single Family,2700.0,Yes,Yes
11544,Coquitlam,BC,2149000.0,6.0,4.0,0.21,Single Family,3009.0,Yes,Yes
11308,Coquitlam,BC,2399900.0,5.0,3.0,0.15,Single Family,3247.0,Yes,No
11232,Coquitlam,BC,3968000.0,5.0,3.0,0.16,Single Family,2881.0,No,No
4348,Coquitlam,BC,1999999.0,7.0,7.0,0.21,Single Family,5469.0,Yes,Yes
11198,Coquitlam,BC,3686000.0,4.0,5.0,0.39,Single Family,5337.0,Yes,Yes
17253,Coquitlam,BC,2195500.0,4.0,3.0,0.18,Single Family,4411.0,Yes,No
11245,Coquitlam,BC,4100000.0,7.0,3.0,6960.0,Single Family,3162.0,No,No
14176,Coquitlam,BC,1888000.0,6.0,4.0,0.13,Single Family,3622.0,Yes,No
11272,Coquitlam,BC,1933000.0,5.0,3.0,0.18,Single Family,2804.0,Yes,Yes
11290,Coquitlam,BC,4488800.0,5.0,6.0,0.49,Single Family,6755.0,Yes,No
14201,Coquitlam,BC,1998000.0,3.0,4.0,0.09,Single Family,2688.0,Yes,No
4051,Coquitlam,BC,3350000.0,4.0,3.0,0.17,Single Family,2694.0,Yes,No
14208,Coquitlam,BC,3199000.0,9.0,8.0,0.25,Single Family,5365.0,Yes,Yes
4050,Coquitlam,BC,3150000.0,4.0,3.0,0.16,Single Family,3009.0,Yes,Yes
4049,Coquitlam,BC,3000000.0,4.0,3.0,0.15,Single Family,2938.0,Yes,Yes
4048,Coquitlam,BC,3175000.0,4.0,3.0,0.16,Single Family,2582.0,Yes,Yes
4400,Coquitlam,BC,7799000.0,4.0,2.0,2.39,Single Family,2500.0,Yes,Yes
4046,Coquitlam,BC,3865000.0,3.0,2.0,0.2,Single Family,1760.0,Yes,Yes
11124,Coquitlam,BC,2370000.0,6.0,2.0,0.2,Single Family,2184.0,Yes,Yes
14158,Coquitlam,BC,1697000.0,5.0,2.0,0.16,Single Family,2598.0,Yes,Yes
